host_id,timestamp,kpi_1,kpi_2,kpi_3
2_7,1472945700,0.138035706,3.75,-0.588285807
2_7,1472946000,0.132591545,3.6875,-0.256996711
2_7,1472946300,0.15115753,3.625,-0.146567013
2_7,1472946600,0.161766665,3.75,-0.146567013
2_7,1472946900,0.154135533,3.75,-0.256996711
2_7,1472947200,0.162604228,3.625,-0.36742641
2_7,1472947500,0.172118326,3.8125,-0.146567013
2_7,1472947800,0.181309807,3.625,-0.146567013
2_7,1472948100,0.188522157,3.75,-0.036137314
2_7,1472948400,0.189102247,3.625,-0.036137314
2_7,1472948700,0.19117444,3.9375,-0.146567013
2_7,1472949000,0.205481261,3.9375,-0.036137314
2_7,1472949300,0.213044147,3.875,0.074292384
2_7,1472949600,0.213949956,3.75,0.074292384
2_7,1472949900,0.233586161,3.875,0.074292384
2_7,1472950200,0.230887346,3.75,0.074292384
2_7,1472950500,0.239892702,3.875,0.074292384
2_7,1472950800,0.249825582,3.8125,0.184722083
2_7,1472951100,0.257016217,3.9375,0.295151781
2_7,1472951400,0.283957834,3.625,0.184722083
2_7,1472951700,0.2877734,3.8125,0.40558148
2_7,1472952000,0.283585584,3.9375,0.516011178
2_7,1472952300,0.286982368,3.875,0.516011178
2_7,1472952600,0.296614345,3.8125,0.736870575
2_7,1472952900,0.29135631,4,0.626440877
2_7,1472953200,0.298289472,3.8125,0.736870575
2_7,1472953500,0.312782418,3.8125,0.847300274
2_7,1472953800,0.314668486,3.9375,0.957729973
2_7,1472954100,0.317739551,3.875,1.068159671
2_7,1472954400,0.325904242,3.875,1.068159671
2_7,1472954700,0.343471355,4.0625,1.068159671
2_7,1472955000,0.3420506,3.9375,1.068159671
2_7,1472955300,0.341051728,3.9375,0.957729973
2_7,1472955600,0.34675026,3.9375,1.068159671
2_7,1472955900,0.335467973,4,1.068159671
2_7,1472956200,0.348589797,3.875,1.17858937
2_7,1472956500,0.360523522,3.9375,1.068159671
2_7,1472956800,0.347798765,3.9375,1.289019068
2_7,1472957100,0.356568363,4,1.289019068
2_7,1472957400,0.357312863,3.875,1.289019068
2_7,1472957700,0.360176089,3.75,1.068159671
2_7,1472958000,0.35321811,3.875,1.289019068
2_7,1472958300,0.360663116,4,1.289019068
2_7,1472958600,0.358268306,4,1.289019068
2_7,1472958900,0.353171578,4,1.068159671
2_7,1472959200,0.343679195,4,1.399448767
2_7,1472959500,0.342308073,4.0625,1.289019068
2_7,1472959800,0.349867857,3.9375,1.289019068
2_7,1472960100,0.34617017,4,1.068159671
2_7,1472960400,0.360337397,3.9375,1.17858937
2_7,1472960700,0.345680041,3.875,0.957729973
2_7,1472961000,0.353522114,4.0625,1.068159671
2_7,1472961300,0.348915516,4,1.068159671
2_7,1472961600,0.357359395,3.9375,1.068159671
2_7,1472961900,0.348543266,4,1.068159671
2_7,1472962200,0.359081052,4.125,1.17858937
2_7,1472962500,0.379973602,4.125,1.289019068
2_7,1472962800,0.389884767,4,1.509878465
2_7,1472963100,0.403775908,4.0625,1.620308164
2_7,1472963400,0.39830693,4.0625,1.399448767
2_7,1472963700,0.389863052,4.1875,1.620308164
2_7,1472964000,0.398843591,4,1.509878465
2_7,1472964300,0.396796215,4,1.620308164
2_7,1472964600,0.394934963,4.0625,1.620308164
2_7,1472964900,0.387651265,4.125,1.620308164
2_7,1472965200,0.386534514,4.125,1.620308164
2_7,1472965500,0.382231921,4.1875,1.509878465
2_7,1472965800,0.373716694,3.9375,1.620308164
2_7,1472966100,0.382905073,4,1.509878465
2_7,1472966400,0.369876312,4.125,1.620308164
2_7,1472966700,0.375857134,4.1875,1.620308164
2_7,1472967000,0.380277606,4.125,1.620308164
2_7,1472967300,0.370645629,4.1875,1.399448767
2_7,1472967600,0.360269151,4.25,1.509878465
2_7,1472967900,0.36636475,4.1875,1.730737862
2_7,1472968200,0.362269997,4.1875,1.509878465
2_7,1472968500,0.363361931,4.1875,1.509878465
2_7,1472968800,0.349356013,4.125,1.509878465
2_7,1472969100,0.340726009,4,1.289019068
2_7,1472969400,0.359291994,4,1.399448767
2_7,1472969700,0.360408745,4.125,1.620308164
2_7,1472970000,0.348518449,4.133333206,1.399448767
2_7,1472970300,0.354127021,4.133333206,1.289019068
2_7,1472970600,0.35033317,4.3125,1.289019068
2_7,1472970900,0.343471355,4.1875,1.399448767
2_7,1472971200,0.351031139,4.0625,1.17858937
2_7,1472971500,0.344842477,4.125,1.399448767
2_7,1472971800,0.359803838,4.1875,1.289019068
2_7,1472972100,0.354778459,4.25,1.399448767
2_7,1472972400,0.354102204,4.1875,1.289019068
2_7,1472972700,0.340747724,4.25,1.509878465
2_7,1472973000,0.351729108,4.125,1.289019068
2_7,1472973300,0.337468819,4.0625,1.289019068
2_7,1472973600,0.329719808,4.3125,1.17858937
2_7,1472973900,0.338073726,4.3125,1.17858937
2_7,1472974200,0.340049754,4.1875,1.289019068
2_7,1472974500,0.340794255,4.1875,1.289019068
2_7,1472974800,0.34167835,4.3125,1.399448767
2_7,1472975100,0.328627874,4.1875,1.289019068
2_7,1472975400,0.328696119,4.1875,1.289019068
2_7,1472975700,0.341771412,4.125,1.399448767
2_7,1472976000,0.331559345,4.125,1.399448767
2_7,1472976300,0.335374911,4.25,1.509878465
2_7,1472976600,0.331348403,4.375,1.399448767
2_7,1472976900,0.335561036,4.125,1.17858937
2_7,1472977200,0.342143662,4.1875,1.17858937
2_7,1472977500,0.335443157,4.1875,1.068159671
2_7,1472977800,0.339469664,4.4375,1.17858937
2_7,1472978100,0.338166788,4.125,1.289019068
2_7,1472978400,0.335933286,4.125,1.399448767
2_7,1472978700,0.331022684,4.125,1.068159671
2_7,1472979000,0.32127593,4.25,1.068159671
2_7,1472979300,0.31790086,4.3125,1.289019068
2_7,1472979600,0.326580497,4.3125,1.289019068
2_7,1472979900,0.322811462,4.1875,1.17858937
2_7,1472980200,0.32741806,4.25,1.17858937
2_7,1472980500,0.318319642,4.125,1.17858937
2_7,1472980800,0.321741242,4.3125,1.17858937
2_7,1472981100,0.323230244,4.125,1.509878465
2_7,1472981400,0.310154951,4.3125,1.289019068
2_7,1472981700,0.314317951,4.25,1.17858937
2_7,1472982000,0.305874072,4.5625,1.068159671
2_7,1472982300,0.310387608,4.5,1.17858937
2_7,1472982600,0.306990823,4.3125,1.068159671
2_7,1472982900,0.300032844,4.375,1.17858937
2_7,1472983200,0.302964316,4.375,0.957729973
2_7,1472983500,0.309850947,4.125,1.068159671
2_7,1472983800,0.299452754,4.1875,0.847300274
2_7,1472984100,0.296288626,4.25,0.957729973
2_7,1472984400,0.297777628,4.25,1.068159671
2_7,1472984700,0.297638034,4.5625,1.068159671
2_7,1472985000,0.304081067,4.4375,0.736870575
2_7,1472985300,0.295637188,4.5,0.736870575
2_7,1472985600,0.298357718,4.4375,0.847300274
2_7,1472985900,0.296847002,4.75,1.068159671
2_7,1472986200,0.287121962,4.5625,0.957729973
2_7,1472986500,0.291471087,4.5,0.847300274
2_7,1472986800,0.299545817,4.4375,0.847300274
2_7,1472987100,0.297427092,4.4375,0.847300274
2_7,1472987400,0.288052588,4.4375,1.068159671
2_7,1472987700,0.304524665,4.5625,1.068159671
2_7,1472988000,0.305548353,4.5,1.068159671
2_7,1472988300,0.308548071,4.375,1.068159671
2_7,1472988600,0.309131263,4.1875,1.068159671
2_7,1472988900,0.313108137,4.6875,0.847300274
2_7,1472989200,0.320041299,4.625,1.068159671
2_7,1472989500,0.338678632,4.625,1.17858937
2_7,1472989800,0.327486306,4.625,1.17858937
2_7,1472990100,0.335024375,4.5,1.17858937
2_7,1472990400,0.345121665,4.4375,1.289019068
2_7,1472990700,0.344889009,4.5,1.068159671
2_7,1472991000,0.351753925,4.375,1.17858937
2_7,1472991300,0.359431588,4.5625,1.399448767
2_7,1472991600,0.357312863,4.625,1.509878465
2_7,1472991900,0.361268023,4.625,1.289019068
2_7,1472992200,0.362921435,4.5,1.289019068
2_7,1472992500,0.36887744,4.4375,1.399448767
2_7,1472992800,0.379787477,4.6875,1.509878465
2_7,1472993100,0.380718103,4.5625,1.620308164
2_7,1472993400,0.385535642,4.5,1.620308164
2_7,1472993700,0.37139013,4.375,1.509878465
2_7,1472994000,0.371179188,4.25,1.289019068
2_7,1472994300,0.381673545,4.25,1.620308164
2_7,1472994600,0.380091481,4.3125,1.620308164
2_7,1472994900,0.3728326,4.4375,1.730737862
2_7,1472995200,0.389723458,4.625,1.620308164
2_7,1472995500,0.387046358,4.375,1.399448767
2_7,1472995800,0.384139703,4.5625,1.399448767
2_7,1472996100,0.380929044,4.3125,1.399448767
2_7,1472996400,0.382672417,4.4375,1.399448767
2_7,1472996700,0.397143648,4.4375,1.399448767
2_7,1472997000,0.38907202,4.5,1.399448767
2_7,1472997300,0.375832317,4.875,1.289019068
2_7,1472997600,0.362083872,4.6875,1.399448767
2_7,1472997900,0.376716412,4.5625,1.509878465
2_7,1472998200,0.420316231,4.6875,1.399448767
2_7,1472998500,0.362710493,4.5,1.17858937
2_7,1472998800,0.358733619,4.625,1.289019068
2_7,1472999100,0.353522114,4.6875,1.17858937
2_7,1472999400,0.338653816,4.4375,1.068159671
2_7,1472999700,0.340422005,4.75,1.17858937
2_7,1473000000,0.337422287,4.5625,1.068159671
2_7,1473000300,0.340958666,4.5625,0.957729973
2_7,1473000600,0.337071752,4.75,1.068159671
2_7,1473000900,0.315133799,4.6875,0.957729973
2_7,1473001200,0.328348686,4.625,0.847300274
2_7,1473001500,0.299685411,4.6875,1.068159671
2_7,1473001800,0.307757039,4.6875,0.957729973
2_7,1473002100,0.293471932,4.4375,0.736870575
2_7,1473002400,0.2801888,5,0.847300274
2_7,1473002700,0.278792861,4.8125,0.626440877
2_7,1473003000,0.279723487,4.8125,0.736870575
2_7,1473003300,0.261830655,4.5,0.736870575
2_7,1473003600,0.25843387,4.5,0.516011178
2_7,1473003900,0.240100542,4.625,0.40558148
2_7,1473004200,0.256665681,4.75,0.184722083
2_7,1473004500,0.217045838,4.6875,0.295151781
2_7,1473004800,0.222511714,4.875,0.847300274
2_7,1473005100,0.214672742,4.75,0.074292384
2_7,1473005400,0.204203202,4.6875,0.074292384
2_7,1473005700,0.19570969,4.5625,-0.036137314
2_7,1473006000,0.194664287,4.6875,-0.036137314
2_7,1473006300,0.189381435,4.75,0.184722083
2_7,1473006600,0.179563332,4.6875,-0.146567013
2_7,1473006900,0.175958708,4.75,0.074292384
2_7,1473007200,0.161927973,4.8125,0.074292384
2_7,1473007500,0.156648223,4.625,-0.146567013
2_7,1473007800,0.154554315,4.6875,-0.256996711
2_7,1473008100,0.14415302,4.625,-0.146567013
2_7,1473008400,0.148039934,4.875,-0.036137314
2_7,1473008700,0.141081955,4.5,-0.36742641
2_7,1473009000,0.134592391,4.5625,-0.477856108
2_7,1473009300,0.131242138,4.75,-0.477856108
2_7,1473009600,0.111767242,4.5625,-0.36742641
2_7,1473009900,0.107092398,4.6875,-0.588285807
2_7,1473010200,0.10990599,4.75,-0.588285807
2_7,1473010500,0.103717328,4.875,-0.698715505
2_7,1473010800,0.096691103,4.875,-0.588285807
2_7,1473011100,0.093598324,4.875,-0.698715505
2_7,1473011400,0.090155008,4.625,-0.809145204
2_7,1473011700,0.087943221,4.8125,-0.698715505
2_7,1473012000,0.087270068,4.8125,-0.809145204
2_7,1473012300,0.079638936,4.9375,-0.919574903
2_7,1473012600,0.076077742,4.9375,-1.030004601
2_7,1473012900,0.078382592,4.75,-0.698715505
2_7,1473013200,0.071843394,4.875,-0.919574903
2_7,1473013500,0.074681803,4.9375,-1.030004601
2_7,1473013800,0.071542492,4.8125,-1.030004601
2_7,1473014100,0.06593392,4.8125,-0.919574903
2_7,1473014400,0.070937585,4.875,-0.919574903
2_7,1473014700,0.068006114,4.6875,-1.1404343
2_7,1473015000,0.067447738,5,-1.030004601
2_7,1473015300,0.064677575,4.9375,-1.1404343
2_7,1473015600,0.059559133,4.6875,-1.030004601
2_7,1473015900,0.063818298,4.75,-1.1404343
2_7,1473016200,0.05669901,4.875,-0.919574903
2_7,1473016500,0.058256257,4.75,-1.250863998
2_7,1473016800,0.05690685,4.9375,-1.1404343
2_7,1473017100,0.053463534,5,-1.1404343
2_7,1473017400,0.058792918,4.875,-1.250863998
2_7,1473017700,0.054605102,5.0625,-1.361293697
2_7,1473018000,0.051720162,4.9375,-1.361293697
2_7,1473018300,0.051208318,5,-1.250863998
2_7,1473018600,0.052812096,4.75,-1.361293697
2_7,1473018900,0.04804419,4.9375,-1.361293697
2_7,1473019200,0.047765002,4.9375,-1.361293697
2_7,1473019500,0.047997659,5,-1.361293697
2_7,1473019800,0.048509503,4.9375,-1.361293697
2_7,1473020100,0.050671657,4.9375,-1.250863998
2_7,1473020400,0.048649097,4.9375,-1.361293697
2_7,1473020700,0.048205498,4.9375,-1.361293697
2_7,1473021000,0.045810688,4.875,-1.361293697
2_7,1473021300,0.049415312,5.125,-1.361293697
2_7,1473021600,0.045764157,4.875,-1.250863998
2_7,1473021900,0.044343401,5,-1.471723395
2_7,1473022200,0.048788691,5.0625,-1.361293697
2_7,1473022500,0.045764157,5.0625,-1.361293697
2_7,1473022800,0.044693937,4.9375,-1.361293697
2_7,1473023100,0.04408903,5.0625,-1.361293697
2_7,1473023400,0.045112719,4.9375,-1.471723395
2_7,1473023700,0.045578032,4.9375,-1.471723395
2_7,1473024000,0.043856374,5.0625,-1.471723395
2_7,1473024300,0.045205781,5,-1.471723395
2_7,1473024600,0.045996813,5.1875,-1.361293697
2_7,1473024900,0.046787845,5.125,-1.361293697
2_7,1473025200,0.047625408,4.9375,-1.361293697
2_7,1473025500,0.052045881,5,-1.361293697
2_7,1473025800,0.048695628,5.1875,-1.361293697
2_7,1473026100,0.051115255,5.125,-1.471723395
2_7,1473026400,0.057396979,5.0625,-1.361293697
2_7,1473026700,0.058768101,5.125,-1.361293697
2_7,1473027000,0.062655015,4.9375,-1.361293697
2_7,1473027300,0.062769792,4.9375,-1.250863998
2_7,1473027600,0.063095511,5.125,-1.1404343
2_7,1473027900,0.071635554,5.0625,-1.1404343
2_7,1473028200,0.069377236,5,-1.030004601
2_7,1473028500,0.080429968,4.9375,-1.1404343
2_7,1473028800,0.075054053,5.125,-1.030004601
2_7,1473029100,0.080637808,5.125,-1.030004601
2_7,1473029400,0.08142884,5.1875,-0.809145204
2_7,1473029700,0.092621167,5.1875,-0.809145204
2_7,1473030000,0.095155571,5.25,-0.698715505
2_7,1473030300,0.100810674,5.1875,-0.588285807
2_7,1473030600,0.100484955,5.1875,-0.698715505
2_7,1473030900,0.106022178,5.125,-0.698715505
2_7,1473031200,0.113792904,5.125,-0.36742641
2_7,1473031500,0.117071809,4.9375,-0.36742641
2_7,1473031800,0.127380041,5,-0.36742641
2_7,1473032100,0.13491811,5.25,-0.256996711
2_7,1473032400,0.136801076,5.25,-0.146567013
2_7,1473032700,0.138966332,5,-0.036137314
2_7,1473033000,0.143759055,5.1875,-0.036137314
2_7,1473033300,0.154368189,5.125,-0.146567013
2_7,1473033600,0.154808686,5.3125,-0.146567013
2_7,1473033900,0.160091538,5.375,-0.036137314
2_7,1473034200,0.168349291,5.25,-0.146567013
2_7,1473034500,0.169326448,5.3125,-0.036137314
2_7,1473034800,0.180193056,5.3125,-0.036137314
2_7,1473035100,0.191056561,5.5,0.074292384
2_7,1473035400,0.199059943,5.3125,0.184722083
2_7,1473035700,0.202224071,5.1875,0.295151781
2_7,1473036000,0.204411042,5.25,0.184722083
2_7,1473036300,0.21457968,5.5625,0.295151781
2_7,1473036600,0.220417806,5.25,0.516011178
2_7,1473036900,0.229283568,5.3125,0.40558148
2_7,1473037200,0.242312329,5.5,1.509878465
2_7,1473037500,0.24305683,5.5,0.736870575
2_7,1473037800,0.267625351,5.3125,0.736870575
2_7,1473038100,0.259761563,5.3125,0.516011178
2_7,1473038400,0.280700644,5.5,0.736870575
2_7,1473038700,0.29894091,5.625,0.626440877
2_7,1473039000,0.28402608,5.6875,0.847300274
2_7,1473039300,0.302756476,5.625,1.068159671
2_7,1473039600,0.292659186,5.75,1.17858937
2_7,1473039900,0.295053996,5.5,1.068159671
2_7,1473040200,0.302756476,5.625,1.17858937
2_7,1473040500,0.310713327,5.5625,1.17858937
2_7,1473040800,0.31299336,5.5625,1.17858937
2_7,1473041100,0.326043836,5.3125,1.17858937
2_7,1473041400,0.338653816,5.5625,1.509878465
2_7,1473041700,0.336373782,5.5,1.620308164
2_7,1473042000,0.369017034,5.5625,1.620308164
2_7,1473042300,0.33500266,5.75,1.509878465
2_7,1473042600,0.354918053,5.6875,1.509878465
2_7,1473042900,0.360315683,5.625,1.509878465
2_7,1473043200,0.353823016,5.5,1.509878465
2_7,1473043500,0.351381675,5.75,1.620308164
2_7,1473043800,0.346682014,5.625,1.730737862
2_7,1473044100,0.356034804,5.8125,1.399448767
2_7,1473044400,0.3564753,5.5,1.399448767
2_7,1473044700,0.366246871,5.375,1.509878465
2_7,1473045000,0.352870676,5.625,1.620308164
2_7,1473045300,0.351753925,5.6875,1.620308164
2_7,1473045600,0.34975308,5.5625,1.509878465
2_7,1473045900,0.353311172,5.5625,1.509878465
2_7,1473046200,0.33088309,5.3125,1.509878465
2_7,1473046500,0.338839941,5.625,1.620308164
2_7,1473046800,0.330628719,5.8125,1.620308164
2_7,1473047100,0.350193576,5.625,1.620308164
2_7,1473047400,0.334000687,5.75,1.730737862
2_7,1473047700,0.341703166,5.75,1.841167561
2_7,1473048000,0.355544674,5.625,1.509878465
2_7,1473048300,0.356779304,5.800000191,1.289019068
2_7,1473048600,0.379694414,5.6875,1.730737862
2_7,1473048900,0.371808911,5.8125,1.730737862
2_7,1473049200,0.369504061,5.875,1.841167561
2_7,1473049500,0.392769707,5.8125,2.172456656
2_7,1473049800,0.390561022,5.8125,2.172456656
2_7,1473050100,0.385116861,5.75,2.062026958
2_7,1473050400,0.40275222,5.5625,1.730737862
2_7,1473050700,0.389093735,5.875,1.841167561
2_7,1473051000,0.398586118,5.75,2.172456656
2_7,1473051300,0.396352616,5.75,2.062026958
2_7,1473051600,0.386301857,5.75,1.951597259
2_7,1473051900,0.384232766,6.125,2.062026958
2_7,1473052200,0.383022952,5.5625,2.062026958
2_7,1473052500,0.382976421,5.875,2.062026958
2_7,1473052800,0.375391821,5.8125,1.951597259
2_7,1473053100,0.384673262,5.75,1.951597259
2_7,1473053400,0.380324138,5.8125,1.841167561
2_7,1473053700,0.386627576,5.875,1.730737862
2_7,1473054000,0.364829218,5.9375,1.951597259
2_7,1473054300,0.373086971,6,2.062026958
2_7,1473054600,0.374669035,5.8125,1.841167561
2_7,1473054900,0.379160855,5.9375,1.730737862
2_7,1473055200,0.371504907,5.875,1.841167561
2_7,1473055500,0.360570054,6.125,1.951597259
2_7,1473055800,0.365735027,5.875,1.841167561
2_7,1473056100,0.358615739,5.875,1.841167561
2_7,1473056400,0.356754488,5.8125,1.730737862
2_7,1473056700,0.374994754,5.9375,1.841167561
2_7,1473057000,0.366386465,6.125,1.730737862
2_7,1473057300,0.364503499,6.0625,1.730737862
2_7,1473057600,0.36562025,6.125,1.730737862
2_7,1473057900,0.364199494,6,1.620308164
2_7,1473058200,0.348775922,6.125,1.620308164
2_7,1473058500,0.356614894,6.25,1.509878465
2_7,1473058800,0.355848679,6.125,1.951597259
2_7,1473059100,0.342494198,6.1875,1.620308164
2_7,1473059400,0.368992217,6.0625,1.730737862
2_7,1473059700,0.35540508,6.3125,1.841167561
2_7,1473060000,0.355150709,6.25,2.172456656
2_7,1473060300,0.349356013,6.0625,1.730737862
2_7,1473060600,0.349380829,6,1.841167561
2_7,1473060900,0.336817381,6.0625,1.620308164
2_7,1473061200,0.341144791,5.9375,1.730737862
2_7,1473061500,0.344681169,6,1.841167561
2_7,1473061800,0.341911006,6.125,1.620308164
2_7,1473062100,0.342121948,6.0625,1.509878465
2_7,1473062400,0.330628719,5.9375,1.509878465
2_7,1473062700,0.344004914,5.9375,1.399448767
2_7,1473063000,0.33137322,6.3125,1.399448767
2_7,1473063300,0.34675026,6.0625,1.509878465
2_7,1473063600,0.345006888,6,1.730737862
2_7,1473063900,0.329046655,6.3125,1.620308164
2_7,1473064200,0.341259568,6.25,1.509878465
2_7,1473064500,0.342866449,6.3125,1.620308164
2_7,1473064800,0.348171016,6.1875,1.509878465
2_7,1473065100,0.338560753,6,1.509878465
2_7,1473065400,0.338818226,6,1.509878465
2_7,1473065700,0.336770849,6.25,1.620308164
2_7,1473066000,0.338048909,6.625,1.620308164
2_7,1473066300,0.324601366,6.4375,1.620308164
2_7,1473066600,0.342075417,6.25,1.399448767
2_7,1473066900,0.33269781,6.3125,1.620308164
2_7,1473067200,0.338048909,6.4375,1.509878465
2_7,1473067500,0.333606722,6.0625,1.399448767
2_7,1473067800,0.332976998,6.5,1.289019068
2_7,1473068100,0.328742651,6.1875,1.289019068
2_7,1473068400,0.326301309,6.3125,1.17858937
2_7,1473068700,0.317714735,6.25,1.289019068
2_7,1473069000,0.319948237,6.75,1.509878465
2_7,1473069300,0.337211346,6.4375,1.17858937
2_7,1473069600,0.311805261,6.4375,1.17858937
2_7,1473069900,0.297265784,6.1875,1.17858937
2_7,1473070200,0.302709945,6.375,1.068159671
2_7,1473070500,0.299055687,6.0625,1.399448767
2_7,1473070800,0.308572887,6.133333206,1.399448767
2_7,1473071100,0.316297081,6.125,1.399448767
2_7,1473071400,0.312341922,6.25,1.509878465
2_7,1473071700,0.327067524,6.3125,1.17858937
2_7,1473072000,0.316669332,6.625,1.289019068
2_7,1473072300,0.321043273,6.8125,1.289019068
2_7,1473072600,0.314575424,6.6875,1.289019068
2_7,1473072900,0.312270574,6.75,1.17858937
2_7,1473073200,0.317134645,6.5625,1.17858937
2_7,1473073500,0.312155797,6.5,1.17858937
2_7,1473073800,0.323019302,6.4375,1.289019068
2_7,1473074100,0.326487434,6.6875,1.17858937
2_7,1473074400,0.330396063,6.6875,1.17858937
2_7,1473074700,0.333163123,6.5625,1.289019068
2_7,1473075000,0.340121102,6.625,1.17858937
2_7,1473075300,0.33809544,6.6875,1.289019068
2_7,1473075600,0.340586415,6.75,1.289019068
2_7,1473075900,0.355848679,6.5,1.399448767
2_7,1473076200,0.356686242,6.75,1.620308164
2_7,1473076500,0.364990526,6.625,1.509878465
2_7,1473076800,0.36727056,6.5,1.509878465
2_7,1473077100,0.380764634,6.4375,1.730737862
2_7,1473077400,0.377718385,6.5,1.730737862
2_7,1473077700,0.384465423,6.5625,1.620308164
2_7,1473078000,0.377321318,6.625,1.841167561
2_7,1473078300,0.386047486,6.4375,1.730737862
2_7,1473078600,0.396330902,6.6875,2.282886355
2_7,1473078900,0.395840772,6.5625,1.620308164
2_7,1473079200,0.394888432,6.4375,1.620308164
2_7,1473079500,0.404753065,6.6875,1.730737862
2_7,1473079800,0.399656338,6.5,1.841167561
2_7,1473080100,0.392701461,6.5625,2.062026958
2_7,1473080400,0.387325546,6.75,1.841167561
2_7,1473080700,0.388885895,6.5625,1.730737862
2_7,1473081000,0.384465423,6.5625,1.730737862
2_7,1473081300,0.388442297,6.8125,1.730737862
